tmk,building_value,land_value,total_value,land_class,n
45071008,119900,625400,745300,RESIDENTIAL,2
45071009,304800,756200,1061000,RESIDENTIAL A,1
45071010,217900,742100,960000,RESIDENTIAL,1
45071011,153100,774700,927800,RESIDENTIAL,1
45071012,278200,777500,1055700,RESIDENTIAL A,3
45071012,278200,777500,1055700,RESIDENTIAL A,3
45071012,278200,777500,1055700,RESIDENTIAL A,3
45071013,355100,777500,1132600,RESIDENTIAL A,2
45071013,355100,777500,1132600,RESIDENTIAL A,2
45071014,193200,714700,907900,RESIDENTIAL,1
45071015,92200,784600,876800,RESIDENTIAL,1
45071016,744700,734100,1478800,RESIDENTIAL A,1
45071017,0,668000,668000,RESIDENTIAL,1
45071018,475600,702900,1178500,RESIDENTIAL,1
45071019,138300,740600,878900,RESIDENTIAL,1
45071021,431000,673800,1104800,RESIDENTIAL,2
45071021,431000,673800,1104800,RESIDENTIAL,2
45071022,88500,748400,836900,RESIDENTIAL,1
45071023,103600,788300,891900,RESIDENTIAL,1
45071024,119700,808900,928600,RESIDENTIAL,1
45071028,197500,789300,986800,RESIDENTIAL,1
45071029,101900,640500,742400,RESIDENTIAL,1
45071031,507700,750400,1258100,RESIDENTIAL,3
45071031,95000,612500,707500,RESIDENTIAL,3
45071031,121200,610700,731900,RESIDENTIAL,3
45071033,148800,724200,873000,RESIDENTIAL,1
45071036,122500,759200,881700,RESIDENTIAL,1
45071037,0,653400,653400,RESIDENTIAL,1
45071038,600700,710600,1311300,RESIDENTIAL,2
45071038,116800,618500,735300,RESIDENTIAL,2
45071039,130700,1127700,1258400,RESIDENTIAL,1
45071040,290100,773300,1063400,RESIDENTIAL A,1
45071041,55500,715500,771000,RESIDENTIAL,1
45071042,789900,1352800,2142700,RESIDENTIAL,1
45071043,712500,1279800,1992300,RESIDENTIAL A,1
45071044,455300,659000,1114300,RESIDENTIAL A,2
45071044,502100,662500,1164600,RESIDENTIAL A,2
45071045,194100,1267300,1461400,RESIDENTIAL,1
45071046,533300,754700,1288000,RESIDENTIAL,1
45071047,129600,724200,853800,RESIDENTIAL,1
45071048,254600,724200,978800,RESIDENTIAL,1
45071049,156000,724200,880200,RESIDENTIAL,1
45071050,122100,724200,846300,RESIDENTIAL,1
45071051,114100,729800,843900,RESIDENTIAL,1
45071052,123800,771900,895700,RESIDENTIAL,1
45071053,92100,730500,822600,RESIDENTIAL,1
45071054,107500,721300,828800,RESIDENTIAL,1
45071055,99600,732400,832000,RESIDENTIAL,1
45071056,122600,731200,853800,RESIDENTIAL,1
45071057,122200,725700,847900,RESIDENTIAL,1
45071058,135900,759100,895000,RESIDENTIAL,1
45071060,134300,725200,859500,RESIDENTIAL,1
45071061,125900,725200,851100,RESIDENTIAL,1
45071062,106000,729800,835800,RESIDENTIAL,1
45071063,221100,724200,945300,RESIDENTIAL,1
45071064,110900,724200,835100,RESIDENTIAL,1
45071065,194700,724200,918900,RESIDENTIAL,1
45071066,102300,728600,830900,RESIDENTIAL,2
45071066,102300,728600,830900,RESIDENTIAL,2
45071067,362300,726100,1088400,RESIDENTIAL,2
45071067,362300,726100,1088400,RESIDENTIAL,2
45071068,555800,725900,1281700,RESIDENTIAL,1
45071069,95900,725900,821800,RESIDENTIAL,1
45071070,135900,725900,861800,RESIDENTIAL,1
45071071,105600,726900,832500,RESIDENTIAL,1
45071072,145100,729400,874500,RESIDENTIAL,1
45071073,167400,743200,910600,RESIDENTIAL,2
45071073,167400,743200,910600,RESIDENTIAL,2
45071074,153900,639500,793400,RESIDENTIAL,2
45071074,575900,631700,1207600,RESIDENTIAL,2
45071075,91400,668300,759700,RESIDENTIAL,1
45071076,129000,714400,843400,RESIDENTIAL,1
45071077,346400,735300,1081700,RESIDENTIAL,1
45071078,139700,724200,863900,RESIDENTIAL,1
45071079,112700,725800,838500,RESIDENTIAL,1
45071080,104300,728100,832400,RESIDENTIAL,1
45071081,219200,725100,944300,RESIDENTIAL,2
45071081,219200,725100,944300,RESIDENTIAL,2
45071082,108000,784600,892600,RESIDENTIAL,1
45071083,424300,761900,1186200,RESIDENTIAL,1
45071084,148100,726000,874100,RESIDENTIAL,1
45071085,549600,735700,1285300,RESIDENTIAL A,2
45071085,611400,714200,1325600,RESIDENTIAL,2
45071086,122700,904800,1027500,RESIDENTIAL,1
45071087,109800,621300,731100,RESIDENTIAL,3
45071087,428400,649900,1078300,RESIDENTIAL,3
45071087,428400,649900,1078300,RESIDENTIAL,3
45071089,91800,803000,894800,RESIDENTIAL,1
45071091,232900,1190100,1423000,RESIDENTIAL A,1
45071092,522700,1277800,1800500,RESIDENTIAL,1
45071093,110600,699900,810500,RESIDENTIAL,1
45071094,126200,728000,854200,RESIDENTIAL,1
45071095,100800,732700,833500,RESIDENTIAL,1
45071096,141800,724200,866000,RESIDENTIAL,1
45071097,107400,717000,824400,RESIDENTIAL,1
45071098,114400,717000,831400,RESIDENTIAL,1
45071100,144800,727100,871900,RESIDENTIAL,1
45071101,151000,724200,875200,RESIDENTIAL,1
45071102,159500,724200,883700,RESIDENTIAL,1
45071103,130200,724200,854400,RESIDENTIAL,1
45071104,452900,724200,1177100,RESIDENTIAL,1
45071105,112800,724200,837000,RESIDENTIAL,1
45071106,200900,717000,917900,RESIDENTIAL,2
45071106,200900,717000,917900,RESIDENTIAL,2
45071107,113700,724200,837900,RESIDENTIAL,1
45071108,133000,724200,857200,RESIDENTIAL,1
45071109,92100,724200,816300,RESIDENTIAL,1
45071110,136600,724200,860800,RESIDENTIAL,1
45071111,114700,717000,831700,RESIDENTIAL,1
45071112,227800,730100,957900,RESIDENTIAL,1
45071113,157800,734100,891900,RESIDENTIAL,1
45071114,99700,734100,833800,RESIDENTIAL,1
45071115,61700,734100,795800,RESIDENTIAL,1
45071116,139900,727000,866900,RESIDENTIAL,1
45071119,169700,745500,915200,RESIDENTIAL,1
45071120,625200,745500,1370700,RESIDENTIAL,1
45071122,571200,705500,1276700,RESIDENTIAL A,2
45071122,571200,702500,1273700,RESIDENTIAL A,2
45071123,196000,620400,816400,RESIDENTIAL,1
45071124,98800,661500,760300,RESIDENTIAL,1
45071125,164500,663300,827800,RESIDENTIAL,1
45071126,130000,693400,823400,RESIDENTIAL,1
45071127,171400,727500,898900,RESIDENTIAL,1
45071128,271800,727500,999300,RESIDENTIAL,1
45071129,135100,725200,860300,RESIDENTIAL,1
45071130,230900,724300,955200,RESIDENTIAL,1
45071131,123500,729200,852700,RESIDENTIAL,1
45071132,186100,690400,876500,RESIDENTIAL,1
45071133,219000,717800,936800,RESIDENTIAL,1
45071134,169000,710100,879100,RESIDENTIAL,1
45071135,701100,809100,1510200,RESIDENTIAL A,1
45071136,588900,653200,1242100,RESIDENTIAL,1
45071137,87900,647400,735300,RESIDENTIAL,2
45071137,171100,647400,818500,RESIDENTIAL,2
45071138,634900,662600,1297500,RESIDENTIAL,2
45071138,529200,674000,1203200,RESIDENTIAL,2
45071139,511000,726800,1237800,RESIDENTIAL,1
45072001,140400,734300,874700,RESIDENTIAL,1
45072002,190100,722100,912200,RESIDENTIAL,1
45072003,128200,743800,872000,RESIDENTIAL,1
45072004,157800,745500,903300,RESIDENTIAL,1
45072005,284200,745300,1029500,RESIDENTIAL A,1
45072006,130700,759100,889800,RESIDENTIAL,1
45072007,131100,727800,858900,RESIDENTIAL,1
45072008,98400,727600,826000,RESIDENTIAL,1
45072009,129800,727600,857400,RESIDENTIAL,1
45072010,221500,739600,961100,RESIDENTIAL,1
45072011,280400,756800,1037200,RESIDENTIAL,1
45072012,135200,798500,933700,RESIDENTIAL,1
45072013,112900,779800,892700,RESIDENTIAL,1
45072014,64100,691800,755900,RESIDENTIAL,2
45072014,665900,645700,1311600,RESIDENTIAL A,2
45072015,224600,630200,854800,RESIDENTIAL,2
45072015,385700,639000,1024700,RESIDENTIAL,2
45072016,165600,724700,890300,RESIDENTIAL,1
45072017,207500,725500,933000,RESIDENTIAL,1
45072018,152400,726300,878700,RESIDENTIAL,1
45072019,328700,728400,1057100,RESIDENTIAL A,1
45072020,92100,731500,823600,RESIDENTIAL,1
45072021,104100,724200,828300,RESIDENTIAL,1
45072022,177400,738600,916000,RESIDENTIAL,1
45072023,144600,724200,868800,RESIDENTIAL,1
45072024,91100,742900,834000,RESIDENTIAL,1
45072025,128700,724200,852900,RESIDENTIAL,1
45072026,108200,724300,832500,RESIDENTIAL,1
45072027,110200,724200,834400,RESIDENTIAL,1
45072028,356800,724300,1081100,RESIDENTIAL,1
45072029,97300,727000,824300,RESIDENTIAL,1
45072030,131600,725100,856700,RESIDENTIAL,1
45072031,185500,725000,910500,RESIDENTIAL,2
45072031,185500,725000,910500,RESIDENTIAL,2
45072032,131300,724800,856100,RESIDENTIAL,1
45072033,238800,724700,963500,RESIDENTIAL,1
45072034,359800,719000,1078800,RESIDENTIAL A,1
45072035,132200,724200,856400,RESIDENTIAL,1
45072036,114900,724200,839100,RESIDENTIAL,1
45072037,86700,724200,810900,RESIDENTIAL,1
45072038,193000,724200,917200,RESIDENTIAL,1
45072039,77000,724200,801200,RESIDENTIAL,1
45072040,137400,724200,861600,RESIDENTIAL,1
45072041,144800,724200,869000,RESIDENTIAL,1
45072042,73100,724200,797300,RESIDENTIAL,1
45072043,282700,724200,1006900,RESIDENTIAL,1
45072044,101500,724200,825700,RESIDENTIAL,1
45072045,156200,724200,880400,RESIDENTIAL,1
45072046,108600,724200,832800,RESIDENTIAL,1
45072047,99100,736300,835400,RESIDENTIAL,1
45072048,241500,687100,928600,RESIDENTIAL,1
45072049,445400,674800,1120200,RESIDENTIAL A,1
45072050,118800,674800,793600,RESIDENTIAL,2
45072050,118800,674800,793600,RESIDENTIAL,2
45072051,188900,674800,863700,RESIDENTIAL,1
45072052,202800,674800,877600,RESIDENTIAL,1
45072053,135800,674800,810600,RESIDENTIAL,1
45072054,143300,674800,818100,RESIDENTIAL,1
45072055,118200,674800,793000,RESIDENTIAL,1
45072056,450500,674800,1125300,RESIDENTIAL,1
45072057,720200,674800,1395000,RESIDENTIAL,1
45072058,160100,674800,834900,RESIDENTIAL,1
45072059,91200,674800,766000,RESIDENTIAL,1
45072060,93900,712300,806200,RESIDENTIAL,1
45072061,95000,673000,768000,RESIDENTIAL,1
45072062,129300,683000,812300,RESIDENTIAL,1
45072063,102500,690800,793300,RESIDENTIAL,1
45072064,162300,699100,861400,RESIDENTIAL,1
45072065,125800,734600,860400,RESIDENTIAL,1
45072066,210700,741900,952600,RESIDENTIAL,1
45072067,120700,758200,878900,RESIDENTIAL,1
45072068,150100,787300,937400,RESIDENTIAL,1
45072069,108400,777400,885800,RESIDENTIAL,1
45072070,517000,693700,1210700,RESIDENTIAL,2
45072070,203400,696700,900100,RESIDENTIAL,2
45072071,292500,765100,1057600,RESIDENTIAL,1
45072072,142000,655200,797200,RESIDENTIAL,2
45072072,152200,652500,804700,RESIDENTIAL,2
45073001,87500,755300,842800,RESIDENTIAL,1
45073002,99000,729700,828700,RESIDENTIAL,2
45073002,99000,729700,828700,RESIDENTIAL,2
45073003,79900,757800,837700,RESIDENTIAL,1
45073004,114900,786500,901400,RESIDENTIAL,1
45073005,128000,734100,862100,RESIDENTIAL,1
45073006,91300,755000,846300,RESIDENTIAL,1
45073007,133800,766000,899800,RESIDENTIAL,1
45073008,452500,619900,1072400,RESIDENTIAL,2
45073008,285500,679200,964700,RESIDENTIAL,2
45073009,193100,772500,965600,RESIDENTIAL,1
45073010,58500,739300,797800,RESIDENTIAL,1
45073011,362700,732900,1095600,RESIDENTIAL,1
45073012,142400,765500,907900,RESIDENTIAL,1
45073013,74200,749800,824000,RESIDENTIAL,1
45073014,347800,749800,1097600,RESIDENTIAL,1
45073015,122200,749800,872000,RESIDENTIAL,1
45073016,70600,749800,820400,RESIDENTIAL,1
45073017,280800,749800,1030600,RESIDENTIAL,1
45073018,96900,725900,822800,RESIDENTIAL,1
45073019,248700,748200,996900,RESIDENTIAL,1
45073020,114600,780200,894800,RESIDENTIAL,1
45073021,282600,756000,1038600,RESIDENTIAL,1
45073022,238300,756000,994300,RESIDENTIAL,1
45073023,169900,756000,925900,RESIDENTIAL,1
45073024,84900,760800,845700,RESIDENTIAL,1
45073025,298200,753700,1051900,RESIDENTIAL,1
45073026,193600,724500,918100,RESIDENTIAL,1
45073027,128500,724600,853100,RESIDENTIAL,1
45073028,91400,724200,815600,RESIDENTIAL,1
45073029,330300,725300,1055600,RESIDENTIAL,1
45073030,91200,724400,815600,RESIDENTIAL,1
45073031,225000,725500,950500,RESIDENTIAL,1
45073032,116900,728200,845100,RESIDENTIAL,1
45073033,102000,726600,828600,RESIDENTIAL,1
45073034,72100,724700,796800,RESIDENTIAL,1
45073035,80600,724700,805300,RESIDENTIAL,1
45073036,277900,724700,1002600,RESIDENTIAL,1
45073037,65500,726800,792300,RESIDENTIAL,1
45073038,283100,743600,1026700,RESIDENTIAL,1
45073039,117900,727200,845100,RESIDENTIAL,1
45073040,319500,728600,1048100,RESIDENTIAL,1
45073041,114200,750800,865000,RESIDENTIAL,1
45073042,127100,783300,910400,RESIDENTIAL,1
45073043,353000,713200,1066200,RESIDENTIAL,1
45073044,307300,737300,1044600,RESIDENTIAL,1
45073045,184500,752700,937200,RESIDENTIAL,1
45073046,119900,687100,807000,RESIDENTIAL,1
45073047,63300,690200,753500,RESIDENTIAL,1
45074001,121500,646900,768400,RESIDENTIAL,1
45074002,239300,795100,1034400,RESIDENTIAL,1
45074003,146100,795100,941200,RESIDENTIAL,1
45074004,368500,795100,1163600,RESIDENTIAL,1
45074005,81000,795300,876300,RESIDENTIAL,1
45074006,97800,796100,893900,RESIDENTIAL,1
45074007,74500,795400,869900,RESIDENTIAL,1
45074009,57800,767700,825500,RESIDENTIAL,1
45074010,92000,795100,887100,RESIDENTIAL,1
45074011,106100,795100,901200,RESIDENTIAL,1
45074012,54100,795100,849200,RESIDENTIAL,1
45074013,94200,961200,1055400,RESIDENTIAL A,1
45074014,71500,728800,800300,RESIDENTIAL,1
45074015,185300,728800,914100,RESIDENTIAL,1
45074016,210800,728800,939600,RESIDENTIAL,1
45074017,118500,728800,847300,RESIDENTIAL,1
45074018,226600,689400,916000,RESIDENTIAL,1
45074020,380200,636700,1016900,RESIDENTIAL,1
45074021,38400,728800,767200,RESIDENTIAL,1
45074022,51900,728800,780700,RESIDENTIAL,1
45074023,109600,728800,838400,RESIDENTIAL,1
45074024,51000,728800,779800,RESIDENTIAL,1
45074026,90300,797900,888200,RESIDENTIAL,1
45074028,71900,787000,858900,RESIDENTIAL,1
45074029,109800,749800,859600,RESIDENTIAL,1
45074030,18700,728800,747500,RESIDENTIAL,1
45074031,99200,839100,938300,RESIDENTIAL,1
45074033,204400,794300,998700,RESIDENTIAL,1
45074034,73100,795200,868300,RESIDENTIAL,1
45074035,166100,795000,961100,RESIDENTIAL,1
45074036,54700,795000,849700,RESIDENTIAL,1
45074037,232100,795000,1027100,RESIDENTIAL,1
45074038,210100,795200,1005300,RESIDENTIAL,1
45074039,75300,801900,877200,RESIDENTIAL,1
45074040,64900,774000,838900,RESIDENTIAL,1
45074041,194300,814000,1008300,RESIDENTIAL,1
45074042,216500,910500,1127000,RESIDENTIAL,1
45074043,130800,757600,888400,RESIDENTIAL,1
45074044,215500,796500,1012000,RESIDENTIAL,1
45074045,57700,741000,798700,RESIDENTIAL,1
45074046,82700,803500,886200,RESIDENTIAL,1
45074048,213200,795000,1008200,RESIDENTIAL,1
45074049,76400,731500,807900,RESIDENTIAL,1
45074050,140200,736200,876400,RESIDENTIAL,1
45074051,82900,795000,877900,RESIDENTIAL,1
45074053,104200,795100,899300,RESIDENTIAL,1
45074054,186800,731900,918700,RESIDENTIAL,1
45074055,108300,731900,840200,RESIDENTIAL,1
45074056,105900,795100,901000,RESIDENTIAL,1
45074058,487400,795100,1282500,RESIDENTIAL A,1
45074059,223800,731900,955700,RESIDENTIAL,1
45074060,108200,757900,866100,RESIDENTIAL,1
45074061,170200,795100,965300,RESIDENTIAL,1
45074063,100700,791800,892500,RESIDENTIAL,1
45074064,144700,732600,877300,RESIDENTIAL,1
45074065,236600,816600,1053200,RESIDENTIAL,1
45074066,83200,808100,891300,RESIDENTIAL,1
45074067,111700,802200,913900,RESIDENTIAL,1
45074069,58900,796200,855100,RESIDENTIAL,1
45074070,56700,779700,836400,RESIDENTIAL,1
45074071,99200,798400,897600,RESIDENTIAL,1
45074072,241300,798400,1039700,RESIDENTIAL,1
45074073,117900,798400,916300,RESIDENTIAL,1
45074074,224600,840400,1065000,RESIDENTIAL,1
45074075,195300,795300,990600,RESIDENTIAL,2
45074075,195300,795300,990600,RESIDENTIAL,2
45074076,383900,776300,1160200,RESIDENTIAL,1
45074077,302100,760300,1062400,RESIDENTIAL,1
45074078,463600,979700,1443300,RESIDENTIAL,1
45074080,249100,859100,1108200,RESIDENTIAL,2
45074080,249100,859100,1108200,RESIDENTIAL,2
45074081,282800,789300,1072100,RESIDENTIAL A,1
45074082,55200,811700,866900,RESIDENTIAL,1
45075003,500800,2124400,2625200,RESIDENTIAL,1
45075004,150000,933700,1083700,RESIDENTIAL,1
45075005,228800,889200,1118000,RESIDENTIAL,1
45075006,87500,860000,947500,RESIDENTIAL,1
45075007,524100,860000,1384100,RESIDENTIAL,1
45075008,400100,860000,1260100,RESIDENTIAL,1
45075009,355700,1727000,2082700,RESIDENTIAL A,1
45075011,140200,892400,1032600,RESIDENTIAL,2
45075011,140200,892400,1032600,RESIDENTIAL,2
45075013,125400,860000,985400,RESIDENTIAL,1
45075014,544500,839000,1383500,RESIDENTIAL,1
45075015,592400,839000,1431400,RESIDENTIAL,1
45075016,684700,860000,1544700,RESIDENTIAL,1
45075018,42800,806500,849300,RESIDENTIAL,1
45075019,181200,835300,1016500,RESIDENTIAL,1
45075021,738600,926400,1665000,RESIDENTIAL A,1
45075022,13300,760800,774100,RESIDENTIAL,1
45075023,247600,976800,1224400,RESIDENTIAL A,3
45075023,270400,817000,1087400,RESIDENTIAL,3
45075023,384700,826400,1211100,RESIDENTIAL,3
45075024,37600,756800,794400,RESIDENTIAL,1
45075026,58200,865200,923400,RESIDENTIAL,1
45075027,61700,717300,779000,RESIDENTIAL,1
45075028,57000,754800,811800,RESIDENTIAL,1
45075029,211900,769900,981800,RESIDENTIAL,1
45075030,380300,757800,1138100,RESIDENTIAL,1
45075031,137800,742900,880700,RESIDENTIAL,1
45075032,222500,752500,975000,RESIDENTIAL,1
45075033,95600,771800,867400,RESIDENTIAL,1
45075034,35500,753400,788900,RESIDENTIAL,1
45075035,496200,851400,1347600,RESIDENTIAL,1
45075036,413400,851400,1264800,RESIDENTIAL,1
45075037,124900,842800,967700,RESIDENTIAL,1
45075038,87900,851400,939300,RESIDENTIAL,1
45075039,389900,851400,1241300,RESIDENTIAL,1
45075040,623900,851400,1475300,RESIDENTIAL,1
45075041,133900,1078300,1212200,RESIDENTIAL,1
45075042,219800,946000,1165800,RESIDENTIAL,1
45075043,938500,946000,1884500,RESIDENTIAL,1
45075044,288900,946000,1234900,RESIDENTIAL,1
45075045,285000,946000,1231000,RESIDENTIAL,1
45075046,374900,946000,1320900,RESIDENTIAL,1
45075047,241500,946000,1187500,RESIDENTIAL,1
45075048,59700,946000,1005700,RESIDENTIAL,1
45075049,378000,879400,1257400,RESIDENTIAL,1
45075053,196700,881400,1078100,RESIDENTIAL A,1
45075054,124900,860000,984900,RESIDENTIAL,1
45075055,988400,860000,1848400,RESIDENTIAL,1
45075056,566500,861900,1428400,RESIDENTIAL A,1
45075057,1077000,863700,1940700,RESIDENTIAL,2
45075057,1437400,726800,2164200,RESIDENTIAL A,2
45075058,196400,860000,1056400,RESIDENTIAL A,1
45075059,234600,860000,1094600,RESIDENTIAL A,1
45075060,367700,946000,1313700,RESIDENTIAL,1
45075061,787200,1031400,1818600,RESIDENTIAL,1
45075062,524100,1097800,1621900,RESIDENTIAL,2
45075062,417600,861300,1278900,RESIDENTIAL,2
45075063,504200,891500,1395700,RESIDENTIAL A,1
45076001,112200,790900,903100,RESIDENTIAL,1
45076002,281300,857500,1138800,RESIDENTIAL,1
45076003,240100,906300,1146400,RESIDENTIAL A,1
45076004,119000,833800,952800,RESIDENTIAL,1
45076005,138700,782400,921100,RESIDENTIAL,1
45076006,111100,779400,890500,RESIDENTIAL,1
45076007,75400,829200,904600,RESIDENTIAL,1
45076008,116400,894600,1011000,RESIDENTIAL,1
45076009,359700,847400,1207100,RESIDENTIAL,1
45076010,153600,836000,989600,RESIDENTIAL,1
45076011,131400,840900,972300,RESIDENTIAL,1
45076012,148600,866100,1014700,RESIDENTIAL,1
45076013,203400,771000,974400,RESIDENTIAL,1
45076014,104900,763600,868500,RESIDENTIAL,1
45076015,340400,761300,1101700,RESIDENTIAL,1
45076016,250000,761400,1011400,RESIDENTIAL,1
45076017,231300,821600,1052900,RESIDENTIAL,1
45076018,241000,832800,1073800,RESIDENTIAL,1
45076019,240600,1353400,1594000,RESIDENTIAL,1
45076020,99700,950300,1050000,RESIDENTIAL,1
45076021,142300,805800,948100,RESIDENTIAL,1
45076022,117800,780100,897900,RESIDENTIAL,1
45076023,136800,764200,901000,RESIDENTIAL,1
45076024,189400,765500,954900,RESIDENTIAL,2
45076024,310600,563200,873800,RESIDENTIAL,2
45076025,669800,934400,1604200,RESIDENTIAL,1
45076026,89500,925600,1015100,RESIDENTIAL A,1
45076027,104500,783100,887600,RESIDENTIAL,1
45076028,369900,842900,1212800,RESIDENTIAL,1
45076029,798100,833200,1631300,RESIDENTIAL,1
45076030,554700,824200,1378900,RESIDENTIAL,1
45076031,172100,846400,1018500,RESIDENTIAL A,1
45076032,133900,797300,931200,RESIDENTIAL,1
45076033,282200,815700,1097900,RESIDENTIAL,1
45076034,170500,795300,965800,RESIDENTIAL,1
45076035,188600,898900,1087500,RESIDENTIAL,1
45076036,130500,920200,1050700,RESIDENTIAL,1
45076037,437800,852200,1290000,RESIDENTIAL,1
45076038,262400,738900,1001300,RESIDENTIAL,1
45076039,459300,892100,1351400,RESIDENTIAL A,1
45076040,903200,1236600,2139800,RESIDENTIAL,1
45077001,22300,1255800,1278100,RESIDENTIAL,1
45077002,150700,725000,875700,RESIDENTIAL,1
45077003,432900,725000,1157900,RESIDENTIAL,1
45077004,559300,725000,1284300,RESIDENTIAL,1
45077005,165000,725000,890000,RESIDENTIAL,1
45077006,100300,725000,825300,RESIDENTIAL,1
45077007,115300,725000,840300,RESIDENTIAL,1
45077008,80000,815600,895600,RESIDENTIAL,1
45077009,144800,818100,962900,RESIDENTIAL,1
45077010,98400,725000,823400,RESIDENTIAL,1
45077011,87400,725000,812400,RESIDENTIAL,1
45077012,106600,725000,831600,RESIDENTIAL,1
45077013,403000,725000,1128000,RESIDENTIAL,1
45077014,117500,725000,842500,RESIDENTIAL,1
45077015,142300,719900,862200,RESIDENTIAL,1
45077016,127300,1225100,1352400,RESIDENTIAL A,1
45077017,307000,1209200,1516200,RESIDENTIAL A,1
45077018,647600,781300,1428900,RESIDENTIAL,1
45077019,100500,781300,881800,RESIDENTIAL,1
45077020,85800,781300,867100,RESIDENTIAL,1
45077021,131300,781300,912600,RESIDENTIAL,1
45077022,100000,781300,881300,RESIDENTIAL,1
45077023,146900,777000,923900,RESIDENTIAL,1
45077024,88800,794000,882800,RESIDENTIAL,1
45077025,95400,773200,868600,RESIDENTIAL,1
45077026,86800,773200,860000,RESIDENTIAL,1
45077027,37200,773200,810400,RESIDENTIAL,1
45077028,286100,773200,1059300,RESIDENTIAL,1
45077029,81000,765700,846700,RESIDENTIAL,1
45077030,268700,670400,939100,RESIDENTIAL,2
45077030,218200,817400,1035600,RESIDENTIAL,2
45077031,182600,1624900,1807500,RESIDENTIAL A,1
45077032,174000,1252500,1426500,RESIDENTIAL A,1
45077033,457400,1278600,1736000,RESIDENTIAL,1
